cinema	listing_title	candidate_tmdb_id	verdict	correct_tmdb_id	evidence
シネマヴェーラ渋谷	第十七捕虜収容所	632	CORRECT		映画.com identifies 第十七捕虜収容所 as Billy Wilder’s 1953 Stalag 17, matching #632 (https://eiga.com/movie/45872/).
シネマヴェーラ渋谷	少佐と少女	39871	CORRECT		Filmarks identifies 少佐と少女 as Billy Wilder’s 1942 The Major and the Minor, matching #39871 (https://filmarks.com/search/movies?q=少佐と少女%20ワイルダー).
シネマヴェーラ渋谷	七年目の浮気	10653	CORRECT		映画.com identifies 七年目の浮気 as Billy Wilder’s 1955 US film, matching #10653 (https://eiga.com/movie/45803/).
ラピュタ阿佐ヶ谷	あゝひめゆりの塔	369086	CORRECT		映画.com identifies the film as 舛田利雄’s 1968 Japanese feature, matching #369086 (https://eiga.com/movie/34610/).
ラピュタ阿佐ヶ谷	子どものころ戦争があった	494694	CORRECT		Filmarks identifies the film as 斎藤貞郎’s 1981 Japanese feature; the TMDB director romanization “Sadaro Saito” is a spelling issue, not another film (https://filmarks.com/search/movies?q=子どものころ戦争があった).
下高井戸シネマ	オビ・オバ　文明の終わり	71933	CORRECT		Filmarks identifies the listing as Piotr Szulkin’s 1985 Polish O-bi, O-ba, matching #71933 (https://filmarks.com/search/movies?q=オビ・オバ%20文明の終わり).
下高井戸シネマ	ガガ　英雄たちに栄光あれ	91691	CORRECT		Filmarks identifies the listing as Piotr Szulkin’s 1986 Polish Ga, Ga, matching #91691 (https://filmarks.com/search/movies?q=ガガ%20英雄たちに栄光あれ).
新文芸坐	ブエノスアイレス	18329	CORRECT		映画.com identifies ブエノスアイレス as Wong Kar-wai’s 1997 Hong Kong film 春光乍洩, matching #18329 (https://eiga.com/movie/48645/).
新文芸坐	花様年華 4K + 花様年華2001	843	WRONG	843 + 1430370	KINENOTE and Bunkamura explicitly describe a double bill of the 2000 feature and a distinct nine-minute 2001 short, while #843 represents only the feature (https://www.kinenote.com/sp/public/cinema/detail.aspx?cinema_id=102826; https://www.bunkamura.co.jp/english/cinema/20250327.html).
新文芸坐	2046	844	CORRECT		映画.com identifies 2046 as Wong Kar-wai’s 2004 Hong Kong film, matching #844 (https://eiga.com/movie/1329/).
深谷シネマ	黒川の女たち	1518269	CORRECT		映画.com identifies 黒川の女たち as 松原文枝’s 2025 Japanese documentary, matching #1518269 (https://eiga.com/search/黒川の女たち/).
目黒シネマ	小さな恋のメロディ	48207	CORRECT		映画.com identifies the listing as Waris Hussein’s 1971 British Melody, matching #48207 (https://eiga.com/movie/45863/).
目黒シネマ	リトル・ダンサー	71	CORRECT		映画.com identifies リトル・ダンサー as Stephen Daldry’s 2000 Billy Elliot, matching #71 (https://eiga.com/movie/51084/).
目黒シネマ	冬冬（トントン）の夏休み	92989	CORRECT		映画.com identifies the film as Hou Hsiao-hsien’s 1984 Taiwanese 冬冬的假期, matching #92989 (https://eiga.com/movie/48393/).
目黒シネマ	ナミビアの砂漠	1275240	CORRECT		映画.com identifies ナミビアの砂漠 as 山中瑶子’s 2024 Japanese film, matching #1275240 (https://eiga.com/movie/101627/).
シネマブルースタジオ	1/2	422	CORRECT		The scraped “1/2” is a truncated display of 8½; 映画.com identifies Fellini’s 1963 Italian film and thus matches #422 (https://eiga.com/movie/42312/).
下高井戸シネマ	ウィキッド 永遠の約束＜字幕版＞	967941	CORRECT		映画.com identifies the subtitle annotation around Jon M. Chu’s 2025 Wicked: For Good, matching #967941 (https://eiga.com/movie/102867/).
神保町シアター	『私は貝になりたい』	354570	CORRECT		映画.com identifies this explicit record as 橋本忍’s 1959 Japanese film, matching #354570 rather than the 2008 remake (https://eiga.com/movie/39216/).
神保町シアター	『君も出世ができる』	298467	CORRECT		映画.com identifies 君も出世ができる as 須川栄三’s 1964 Japanese film, matching #298467 (https://eiga.com/movie/36663/).
シネマ・ノヴェチェント	デーヴァラ	811941	CORRECT		映画.com identifies デーヴァラ as Koratala Siva’s 2024 Indian Devara: Part 1, matching #811941 (https://eiga.com/search/デーヴァラ/).
神保町シアター	『 浪華悲歌 』	43877	CORRECT		映画.com identifies 浪華悲歌 as 溝口健二’s 1936 Japanese film, matching #43877 (https://eiga.com/movie/38333/).
神保町シアター	『夜の女たち』	85844	CORRECT		映画.com identifies 夜の女たち as 溝口健二’s 1948 Japanese film, matching #85844 (https://eiga.com/movie/40198/).
神保町シアター	『噂の女』	45993	CORRECT		映画.com identifies 噂の女 as 溝口健二’s 1954 Japanese film, matching #45993 (https://eiga.com/movie/34964/).
神保町シアター	『新・平家物語』	45987	CORRECT		映画.com identifies 新・平家物語 as 溝口健二’s 1955 Japanese film, matching #45987 (https://eiga.com/movie/37594/).
CINEMA AMIGO	ユマカウンティの行き止まり	1047020	CORRECT		映画.com identifies the listing as Francis Galluppi’s US The Last Stop in Yuma County, matching #1047020 (https://eiga.com/search/ユマカウンティの行き止まり/).
シネマ・ノヴェチェント	ヴィクラム	743563	CORRECT		映画.com identifies ヴィクラム as Lokesh Kanagaraj’s 2022 Tamil film, matching #743563 (https://eiga.com/search/ヴィクラム%202022/).
国立映画アーカイブ	アンデルセン物語	314223	CORRECT		NFAJ identifies the film as 矢吹公郎’s 1968 Japanese animation, matching #314223 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
国立映画アーカイブ	安寿と厨子王丸	109715	CORRECT		NFAJ identifies the film as 藪下泰司’s 1961 Japanese animation, matching #109715 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
神保町シアター	『お遊さま』	46043	CORRECT		映画.com identifies お遊さま as 溝口健二’s 1951 Japanese film, matching #46043 (https://eiga.com/movie/35229/).
神保町シアター	『楊貴妃』	91426	CORRECT		映画.com identifies 楊貴妃 as 溝口健二’s 1955 Japanese/Hong Kong film, matching #91426 (https://eiga.com/movie/40160/).
神保町シアター	『雪夫人絵図』 ＊デジタル上映	46045	CORRECT		The suffix is a projection-format note; 映画.com identifies 雪夫人絵図 as 溝口健二’s 1950 film, matching #46045 (https://eiga.com/movie/40371/).
国立映画アーカイブ	アラビアンナイト シンドバッドの冒険	85399	CORRECT		NFAJ identifies the film as the 1962 Toei animation directed by 藪下泰司 and 黒田昌郎, matching #85399 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
国立映画アーカイブ	少年ジャックと魔法使い	123365	CORRECT		NFAJ identifies the film as 藪下泰司’s 1967 Japanese animation, matching #123365 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
アテネ・フランセ文化センター	ある夏の記録	84972	CORRECT		Filmarks identifies ある夏の記録 as Jean Rouch and Edgar Morin’s 1961 French Chronique d’un été, matching #84972 (https://filmarks.com/search/movies?q=ある夏の記録).
アテネ・フランセ文化センター	労働者たち、農民たち	202479	CORRECT		Filmarks identifies the listing as Straub-Huillet’s 2001 Italian Operai, contadini, matching #202479 (https://filmarks.com/search/movies?q=労働者たち、農民たち).
国立映画アーカイブ	アリババと40匹の盗賊	70520	CORRECT		NFAJ identifies the numeral variant as 設楽博’s 1971 Japanese animation, matching #70520 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
国立映画アーカイブ	ちびっ子レミと名犬カピ	355345	CORRECT		NFAJ identifies the film as 芹川有吾’s 1970 Japanese animation, matching #355345 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
アテネ・フランセ文化センター	秋のドイツ	12578	CORRECT		Filmarks identifies 秋のドイツ as the 1978 West German omnibus Deutschland im Herbst, matching #12578; Fassbinder is one of its principal credited directors (https://filmarks.com/search/movies?q=秋のドイツ).
アテネ・フランセ文化センター	オルフェア	4558	WRONG	664584	Athénée identifies オルフェア as Alexander Kluge and Khavn’s 2020 film, while #4558 is Jean Cocteau’s 1950 French Orphée／オルフェ (https://athenee.net/culturalcenter/program/kl/kluge2024.html).
アテネ・フランセ文化センター	ある女の復讐	89451	CORRECT		Athénée identifies the film as Rita Azevedo Gomes’s 2012 Portuguese A Vingança de Uma Mulher, matching #89451 (https://athenee.net/culturalcenter/schedule/schedule.html).
アテネ・フランセ文化センター	マルセイユ	153770	CORRECT		Filmarks identifies Marseille as Angela Schanelec’s 2004 German film, matching #153770 (https://filmarks.com/search/movies?q=マルセイユ%20アンゲラ・シャーネレク).
アテネ・フランセ文化センター	ラ・パロマ	304027	CORRECT		Filmarks identifies ラ・パロマ as Daniel Schmid’s 1974 Swiss film, matching #304027 (https://filmarks.com/search/movies?q=ラ・パロマ%20ダニエル・シュミット).
アテネ・フランセ文化センター	薔薇の王国	47039	CORRECT		Filmarks identifies 薔薇の王国 as Werner Schroeter’s 1986 Der Rosenkönig, matching #47039 (https://filmarks.com/search/movies?q=薔薇の王国).
神保町シアター	『祇園の 姉妹 』	74581	CORRECT		映画.com identifies the spacing variant as 溝口健二’s 1936 祇園の姉妹, matching #74581 (https://eiga.com/movie/35733/).
神保町シアター	『殘菊物語』 《デジタル修復版》 ＊デジタル上映	46069	CORRECT		The old kanji and restoration/projection notes refer to 溝口健二’s 1939 残菊物語, matching #46069 (https://eiga.com/movie/36996/).
神保町シアター	『近松物語』	35861	CORRECT		映画.com identifies 近松物語 as 溝口健二’s 1954 Japanese film, matching #35861 (https://eiga.com/movie/38047/).
神保町シアター	『赤線地帯』	43255	CORRECT		映画.com identifies 赤線地帯 as 溝口健二’s 1956 Japanese film, matching #43255 (https://eiga.com/movie/37424/).
神保町シアター	『西鶴一代女』 ＊デジタル上映	43364	CORRECT		The suffix is a projection note; 映画.com identifies 西鶴一代女 as 溝口健二’s 1952 film, matching #43364 (https://eiga.com/movie/36927/).
神保町シアター	『雨月物語』	14696	CORRECT		映画.com identifies 雨月物語 as 溝口健二’s 1953 Japanese film, matching #14696 (https://eiga.com/movie/34935/).
神保町シアター	『山椒大夫』	20532	CORRECT		映画.com identifies 山椒大夫 as 溝口健二’s 1954 Japanese film, matching #20532 (https://eiga.com/movie/37067/).
